"";"4WHA_C5_S24";"4WHA_C6_S25";"4WHA_C7_S26";"4WHA_C8_S27";"4WHA_H5_S47";"4WHA_H6_S48";"4WHA_H7_S49";"4WHA_H8_S50";"C10_S37";"C7_S34";"C8_S35";"C9_S36";"CV1_H_S28";"CV2_H_S29";"CV3_H_S30";"CV4_H_S31";"CV5_H_S32";"CV6_H_S33";"HA1_H_S38";"HA2_H_S39";"HA3_H_S40";"HA4_H_S41";"HA5_H_S42";"HA6_H_S43";"HA7_H_S44";"HA8_H_S45";"HA9_H_S46";"Pool_control_S51"
"ASV1027";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"ASV1028";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1029";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1030";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1031";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"5";"0";"0"
"ASV1032";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1033";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1034";"0";"7";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1035";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1036";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1037";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1038";"0";"0";"0";"9";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1039";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1040";"0";"0";"0";"0";"6";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1041";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0"
"ASV1042";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1043";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1044";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1045";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1046";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1047";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1048";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1049";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1050";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0"
"ASV1051";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1052";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1053";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0"
"ASV1054";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1055";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0"
"ASV1056";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"ASV1057";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1058";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1059";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"2";"0";"1";"0";"0"
"ASV1060";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1061";"0";"0";"0";"0";"0";"6";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1062";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1063";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1064";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1065";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1066";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1067";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1068";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1069";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1070";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1071";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1072";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1073";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1074";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0"
"ASV1075";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0"
"ASV1076";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"ASV1077";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"ASV1078";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1079";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1080";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1081";"0";"8";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1082";"0";"7";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1083";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1084";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"1";"0";"5";"0"
"ASV1085";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1086";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1087";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1088";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1089";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1090";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1091";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1092";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1093";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0"
"ASV1094";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"2";"2";"0"
"ASV1095";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1096";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1097";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1098";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1099";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1101";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1102";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0"
"ASV1104";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0"
"ASV1105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0"
"ASV1106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0"
"ASV1107";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0"
"ASV1108";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0"
"ASV1109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0"
"ASV1110";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1111";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1112";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1113";"1";"1";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0"
"ASV1114";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1115";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1116";"0";"7";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1117";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1118";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1119";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1120";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0"
"ASV1121";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1122";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1123";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1124";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1125";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1126";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0"
"ASV1128";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1129";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1130";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1131";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0"
"ASV1133";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1134";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1135";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1136";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1137";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0"
"ASV1138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0"
"ASV1139";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0"
"ASV1140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0"
"ASV1141";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0"
"ASV1142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0"
"ASV1143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0"
"ASV1144";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"6";"0"
"ASV1145";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1146";"3";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"2";"0";"0"
"ASV1147";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1148";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1149";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"ASV1150";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1151";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1152";"0";"0";"0";"0";"4";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1153";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1154";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1155";"0";"0";"0";"0";"0";"0";"2";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1156";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1157";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1158";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1159";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1161";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1162";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1166";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1167";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1168";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1170";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ASV1171";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0"
"ASV1172";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0"
"ASV1173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0"
"ASV1174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0"
"ASV1175";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0"
